Plot information,,,,,,,,,,temp,,precip,Field management (2017),,,,,,,,,,Crop biodiversity,,,,,,,,,,,,,Crop 2017 information,,,,Phytometer trial yield (i.e. yield potential) and nutrient content,,,,,,,,,Soil Moisture at sampling,Soil fungal diversity,,,,,,Soil bacterial diversity,,,,,Soil archae diversity,,,,,,,,Soil protist diversity,,,,,,Soil measurements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qPCR,,,,,,,,,,,,,,,,,,,,,,
Sample_No,Sample_ID,Florine_naming_arch_missing_highlighted,Country,Region,Plot_ID,Lat,Long,Treatment_main,Treatment_minor,avg_temp_longterm,,avg_precip_longterm,tillage_no_times,tillage_depth_max_cm,fertilizer_min_app_no,fertilizer_min_N_amount,fertilizer_org_app_no,fertilizer_organic_N_tot_amount,fertilizer_organic_N_min_amount,herb_no_app,fung_no_app,insect_no_app,Richness,S_year,CDI,Simpson,invSimpson,Shannon,pd,mpd,mpdw,mntd,raoD,sp_2017,idem_2017,Crop_2017,grain_yield,std_yield_country,std_yield_network,Phyt_shoot,Phyt_root,Phyt_tot,P_%_shoots,P_tot_shoots_mg,N_%_shoots,N_tot_shoots_mg,C_%_shoots,C_tot_shoots_mg,Soil_Moisture_Field_at_sampling,Richness,Chao1,ACE,Shannon,InvSimpson,pielou,PD_whole_tree,Chao1,Observed species,Shannon,InvSimpson,Richness,S.chao1,se.chao1,S.ACE,se.ACE,Shannon,InvSimpson,Pielou,cerco_sobs,cerco_Chao1,cerco_ACE,cerco_shannon,cerco_InvSimpson,cerco_pielou,Sand,Silt,Clay,WHC,CEC,Magnesium,Calcium,bulk_density,MWD,C_tot_%,C_tot_mg,N_tot_%,N_tot_mg,P_tot_mg,P_Olsen,pH,Humus_%,Organic_C_%,CaCO3_%,C_microbial,N_microbial,P_resin,P_microbial,basal_respiration,C_org_mg,XYL,BG,AG,NAG,CB,PHOS,LAP,NH4,DIN,TAN,NO3,DON,AMP,NIP,DEP,MIN,NTR,PDA,C_ENZ,N_ENZ,hzo,NifH,nrfA,NIB,NIS,16S,NirK,NirS,nosZ2,nosZ1,AOA,AOB,ITS,Cren,%niK,%nirS,nirK/nirS,%nosZ2,%nosZ1,nosZ2/nosZ1,%AOB,AOA/AOB,16S/ITS
62,FR29,062FRAcrHIGfrom,France,Fromenteau,SC3,47.390044,4.774831,Agriculture,Conventional,9.1,11.3,870,3,30,8,180,88.5,0,0,4,1,1,4,1.5,6,0.642998028,2.801104972,1.152722006,497.20332,291.25664,202.2148639,120.63672,101.1074319,winter_wheat,10,wheat,6.6,0.976764836,1.106454317,2.42,1.96,4.38,0.07,1.78,1.45,35.107,40.21,973.11,0.125,138,161.8,167.583,3.389,8.322,0.688,147.1909082,4111.335664,2440,9.856714068,383.0592824,61,79.2,13.15,74.6,3.98,1.92,3.65,0.47,425,536.115,515.034,5.013,68.135,0.828,7.3,40,48.2,0.561,37.04,0.98,0.53,1.12,3.54,3.45,34500,0.332,3320,1122.36,42.35,7.69,4.52,2.62,2.2,558.137,45.722,3.514358464,11.44034303,1.2878125,26200,15.39483772,16.95761074,3.71629281,7.12487441,1.423646907,14.45071751,97.95081584,7.527358723,13.82767501,37.21094589,6.300316283,23.38327088,-0.523974968,36.58946538,1.058675678,29.25381582,30.3124915,42,0.899817316,2.521816566,116.1242624,669.0189484,10299.43014,56.25657008,1509.213989,1973352.25,105140.108,70684.55859,50013.54992,101294.4336,26032.69434,19426.56152,101297.2777,79609.98828,0.053279949,0.035819534,1.487455111,0.025344461,0.051331147,0.493744307,0.009844447,1.340056721,19.4808024
63,FR30,063FRAcrHIGfrom,France,Fromenteau,SC4,47.39015,4.774936,Agriculture,Conventional,9.1,11.3,870,3,30,9,180,88.5,0,0,3,1,1,4,1.6,6.4,0.673827841,3.065865599,1.227399242,497.20332,291.25664,209.6194869,120.63672,104.8097435,winter_wheat,3,wheat,7,1.035962705,1.173512154,2.9,1.54,4.44,0.09,2.57,1.71,49.729,40.58,1176.79,0.117,124,155.714,162.337,3.345,11.612,0.694,142.2471847,3857.96798,2309,9.681786402,317.2272763,62,75,9.63,75.38,4.42,1.84,3.47,0.45,384,461.938,452.2,4.977,69.939,0.836,4.9,39.7,51,0.534,37.17,1.04,0.67,1.1,3.14,3.26,32600,0.318,3180,1047.46,42.57,7.53,4.42,2.56,1,559.732,43.571,16.00930205,6.635368232,0.944166667,25600,23.31816054,44.93343955,19.25199942,10.84512098,23.80465484,40.57045715,112.7586789,10.99681758,23.30235078,50.74592312,12.3055332,27.44357233,-0.766792637,44.96764364,-6.93247674,34.23254672,27.30006998,44,2.671398104,2.966491198,133.6915696,1125.709628,6295.33447,67.50475369,2026.87051,1516609.063,95841.33239,64754.44531,44450.85175,94410.36719,30651.17383,16842.55957,111882.2562,88660.28906,0.063194487,0.04269686,1.480073405,0.029309367,0.062250958,0.47082596,0.011105406,1.819864356,13.55540293
64,FR31,064FRAcrLOWfrom,France,Fromenteau,SC5,47.390289,4.775035,Agriculture,Conventional,9.1,11.3,870,3,30,10,180,88.5,0,0,3,1,1,4,1.6,6.4,0.720926688,3.583287821,1.32360795,497.20332,291.25664,199.349436,120.63672,99.67471798,winter_wheat,3,wheat,6.6,0.976764836,1.106454317,2.79,1.68,4.47,0.12,3.24,1.94,54.224,40.64,1133.72,0.117,154,181.857,193.564,3.759,16.041,0.746,150.4332552,4514.746959,2495,9.824135741,338.6718466,66,76.91,7.24,86.74,4.95,1.86,3.46,0.44,419,486.881,481.974,5.048,76.666,0.836,6.5,38.8,50.3,0.545,43.62,1.32,0.57,1.17,3.12,3.2,32000,0.317,3170,1107.34,41.51,7.55,4.38,2.54,1.1,563.81,45.115,16.13148539,2.686893445,0.86625,25400,1.913066146,11.35683984,2.435221686,3.42083791,0.882475942,12.73332253,46.78579982,8.491961635,13.81258794,47.64982322,5.320626308,33.83723528,-0.606568688,47.08466966,-14.99540616,38.59270803,23.59730187,40,0.398102487,1.204959305,161.4811141,789.2095104,6585.99323,153.7781701,1744.833983,1765988.063,86563.73295,54846.58594,49412.61242,86284.96875,26200.28613,10033.66528,102794.0152,110189.8164,0.049017168,0.031057167,1.578288447,0.027980151,0.048859316,0.572667675,0.005681616,2.611237807,17.17987237
65,FR32,065FRAcrHIGfrom,France,Fromenteau,SC6,47.390386,4.775062,Agriculture,Conventional,9.1,11.3,870,3,30,11,180,88.5,0,0,3,1,1,4,1.5,6,0.7072,3.415300546,1.297624516,497.20332,291.25664,215.7384006,120.63672,107.8692003,winter_wheat,3,wheat,7.7,1.139558976,1.29086337,2.82,2,4.82,0.08,2.19,1.46,41.076,40.04,1129.23,0.164,,,,,,,148.0059317,4391.402597,2425,9.812146633,364.5324946,69,103,23.21,89.63,4.86,1.83,3.23,0.43,422,502.944,493.659,5.085,76.881,0.841,2.5,38.4,54.9,0.528,39.12,0.95,0.54,1.08,3.38,3.27,32700,0.314,3140,1081.97,42.19,7.73,4.23,2.45,1.2,587.185,47.959,15.05929772,5.624927063,1.01125,24500,2.182939869,15.95680105,2.944957258,4.622359374,0.580378747,11.51430033,40.99645936,12.96491868,16.46791109,44.21900983,3.502992408,27.75109874,-0.924900884,42.4438212,-6.755610311,29.49520883,22.73959852,26,0.519961846,1.09485165,120.4336433,827.3873508,10192.22961,168.6718782,2168.748073,2352345.438,98942.9517,61932.66406,67515.9718,92026.45313,47659.59961,17992.22559,104038.8597,150225.0703,0.042061404,0.026328048,1.597589143,0.028701555,0.039121148,0.733658307,0.007648632,2.648899625,22.61025779
66,FR33,066FRAcrHIGfrom,France,Fromenteau,SC7,47.390526,4.775187,Agriculture,Conventional,9.1,11.3,870,3,30,12,180,88.5,0,0,3,1,1,3,1.3,3.9,0.66163449,2.955383955,1.090870133,494.10139,329.4009267,219.8600395,282.2352533,109.9300198,winter_wheat,2,wheat,6.6,0.976764836,1.106454317,2.18,1.76,3.94,0.12,2.66,1.72,37.47,39.73,866.04,0.119,153,192.2,208.84,3.84,26.255,0.763,139.4309192,3792.80198,2283,9.687083763,326.4729054,66,85.43,12.65,83.02,4.5,1.86,3.45,0.44,385,464.081,434.542,4.838,39.169,0.813,13.6,35.3,46.2,0.548,37.68,1.45,0.5,1.01,3.39,3.54,35400,0.353,3530,1080.58,33.97,7.5,4.87,2.82,1.4,594.112,43.872,10.83878474,10.89538704,1.147708333,28200,1.730411179,13.42217441,2.454359366,4.555317335,0.324368059,28.13207207,40.29294662,5.516098716,18.05205274,43.84245714,12.53595403,25.7904044,-0.370311896,42.69080602,-1.692094786,37.50643947,35.81434468,36,0.430351512,1.076358335,431.7786403,759.6225037,7945.277238,133.3951811,2015.945968,1942883.375,97496.26705,60944.7168,54178.68521,90277.39453,38179.97363,13249.51514,122926.6289,97110.41406,0.050181225,0.031368181,1.599749284,0.027885711,0.046465679,0.600135676,0.006819511,2.881612892,15.80522782
67,FR34,067FRAcrHIGfrom,France,Fromenteau,SC8,47.390616,4.77522,Agriculture,Conventional,9.1,11.3,870,3,30,13,180,88.5,0,0,4,1,1,2,1.6,3.2,0.49744898,1.989847716,0.690593986,376.5666,376.5666,187.3226709,376.5666,93.66133546,winter_wheat,2,wheat,6.4,0.947165902,1.072925398,2.85,2.16,5.01,0.09,2.47,1.39,39.703,40.45,1152.69,0.115,169,218.038,213.337,3.76,15.783,0.733,141.141075,3803.519722,2347,9.76914278,347.3099267,59,80.86,13.88,90.23,5.02,1.74,3.14,0.43,447,548,519.915,5.14,76.038,0.842,14.3,36.4,44.2,0.562,38.04,1.32,0.69,1.09,3.74,3.6,36000,0.348,3480,1084.13,39.66,7.49,5.07,2.94,1,600.663,45.425,13.61164389,9.520762423,1.460104167,29400,2.557369,16.27982725,2.969982725,5.273234047,0.313934461,13.67772073,50.92183431,8.39083391,11.32322249,41.54130182,2.932388581,30.21807933,-0.594542117,44.77393467,-7.058315666,36.45034503,29.39202937,34,0.530906723,1.348681641,110.6177047,734.9196645,4989.834505,61.69019244,1555.41462,2085026.938,104695.7443,59057.11328,62914.11014,83511.94531,33419.40234,21219.38867,108553.5399,93994.39844,0.050213138,0.028324389,1.772788044,0.030174243,0.040053173,0.753354624,0.010177033,1.57494652,19.20736015
68,FR35,068FRAgrGRAfrom,France,Fromenteau,C +,47.389603,4.774764,Grassland,Grassland,9.1,11.3,870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,0.94,2.77,0.17,3.14,1.98,36.179,40.17,735.19,0.149,213,260.903,256.969,4.464,43.298,0.833,129.3443102,3397.383812,2114,9.461739105,248.7378098,57,62.5,4.51,65.96,3.87,1.39,2.11,0.34,360,439,419.801,4.837,59.18,0.822,14.7,35.3,45.6,0.587,38.04,0.71,0.7,1.24,4.11,3.76,37600,0.326,3260,1127.97,36.74,7.49,4.42,2.56,5.4,659.62,49.306,7.8197487,6.148405087,1.675104167,25600,2.237075739,14.43375498,2.207979782,5.055638487,0.672231825,10.41356762,33.24746699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,0.469225016,0.919274531,98.76912162,778.3710684,6672.028734,24.96984458,1075.058817,2144993.125,93081.54261,55851.55859,35036.75686,81399.81641,37850.14453,6854.513428,103524.0037,106675.3516,0.043394798,0.026038106,1.666588095,0.016334205,0.037948754,0.430427959,0.003195588,5.521930175,20.71976592
69,FR36,069FRAcrHIGboig,France,Boigneville,1312,48.326813,2.382192,Agriculture,Conventional,10.9,12,647,2,20,3,176,0,0,0,2,1,0,8,2.1,16.8,0.81700602,5.46466064,1.831498693,738.36336,271.9971179,239.3760085,62.548205,119.6880042,winter_wheat,4,wheat,8.17,1.209116472,1.369656329,2.31,1.02,3.33,0.1,2.32,1.3,30.095,39.02,901.41,0.161,94,143.4,152.634,2.195,3.06,0.483,153.6014828,4273.031646,2573,9.899337184,331.8468787,68,81,9.63,78.93,4.44,1.81,3.54,0.43,449,572.865,542.48,5.057,60.877,0.828,16,61.2,21.4,0.497,16.4,0.74,0.42,1.19,0.45,1.04,10400,0.112,1120,500.54,35.27,6.55,1.36,0.79,0.2,258.095,28.818,10.59665546,21.90314426,0.246805556,7900,5.334588886,41.55442597,3.717014528,11.7052663,0.881710543,92.27473268,8.811296098,4.462410764,13.58628199,24.88930511,9.123871229,11.30302312,-0.29171459,14.01883547,13.03488284,9.934831211,22.96971405,5,1.235705758,0.492397498,72.57614084,762.0452713,3142.487245,NA,1404.718993,1917581.375,70703.01136,43176.26758,138633.1707,52168.37891,14563.24756,2522.935913,272255.7798,83491.875,0.036870931,0.022516003,1.637543385,0.072295848,0.027205301,2.657417647,0.001315686,5.772341455,7.043308231
70,FR37,070FRAcrLOWboig,France,Boigneville,1115,48.327091,2.380599,Agriculture,Conventional,10.9,12,647,2,20,1,65,0,0,0,2,2,0,8,2.8,22.4,0.669659654,3.02718094,1.372104952,653.77434,263.4276236,94.39442733,73.6158775,47.19721367,winter_wheat,0,barley,8.56,1.356254456,1.52639087,1.32,0.69,2.01,0.18,2.31,1.84,24.266,39.19,517.28,0.167,139,192.714,187.876,3.404,14.367,0.69,131.4924558,3333.922872,2102,9.514071089,278.7633046,60,69,7.61,69.79,3.79,1.86,3.99,0.45,417,491.17,476.782,5.174,77.452,0.858,15.3,63.1,19.8,0.493,15.09,0.62,0.67,1.4,2.92,1.35,13500,0.136,1360,580.1,56.05,5.9,1.85,1.07,0.2,233.1,34.119,24.09063194,5.688442413,0.36375,10700,4.945111457,40.33509704,3.418333442,9.077076585,13.21326663,113.8524222,10.36831667,2.99216923,5.846618498,21.91872278,2.854449268,16.07210428,-0.17225052,21.64751304,12.16430462,19.23600576,31.40031038,4,1.485883405,0.466689438,66.51800175,375.8951224,758.1142459,454.7017228,526.4931758,929830.1094,42041.88826,29581.88281,88317.4657,33832.15039,5568.932373,2157.252258,145620.8531,23491.31738,0.045214591,0.031814288,1.421203935,0.094982368,0.036385303,2.610459716,0.00232005,2.581493356,6.385281292
71,FR38,071FRAgrGRAboig,France,Boigneville,C +,48.325879,2.380743,Grassland,Grassland,10.9,12,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,0.85,2.49,0.19,3.05,1.46,23.962,39.95,655.21,0.176,199,280.429,286.315,3.657,11.821,0.691,153.2550799,4426.355353,2553,9.873660731,316.4077005,61,78.14,11.46,80.3,4.73,1.76,3.03,0.43,401,476.477,461.149,5.137,84.374,0.857,18.5,57.4,21.1,0.637,19.58,0.93,0.78,1.42,0.73,2.06,20600,0.206,2060,593.1,45.13,6.85,2.99,1.73,0.2,680.843,114.572,26.11278153,21.46845413,0.82875,17300,7.777363227,6.1279582,4.414708818,11.27603387,1.308542164,142.5072114,9.761518687,3.560040298,6.872538805,28.23644013,3.312498507,21.36390132,-0.233371672,31.70631781,11.34995312,28.4391144,39.78906752,13,0.471085738,0.504901261,NA,992.9331272,4681.60866,22.01839889,586.0409234,1569570.813,67528.54261,39322.72656,49283.72523,44640.3877,10179.21826,522.0735626,64893.97215,44509.13086,0.043023572,0.025053171,1.717290445,0.031399491,0.028441143,1.104016514,0.000332622,19.49767043,24.18669655
72,FR39,072FRAgrGRAboig,France,Boigneville,C +,48.324773,2.382019,Grassland,Grassland,10.9,12,647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,1.08,3.01,0.15,2.84,1.5,28.892,39.03,753.19,0.167,204,279,301.189,4.162,33.459,0.783,146.577,3751.923991,2324,9.700287723,302.7331045,61,68.86,6.33,70.43,4.19,1.63,2.61,0.4,412,491.596,472.794,5.108,81.749,0.848,17.1,54.7,25.5,0.675,22.84,0.73,0.63,1.33,2.51,2.03,20300,0.207,2070,590.38,43.34,7.29,2.75,1.59,0.4,626.774,107.241,19.46355267,16.2275018,0.9271875,15900,1.365391335,9.911722572,2.491911251,4.551624738,0.45756464,25.76471513,30.57946296,2.999948285,3.787234352,25.20309902,0.787286066,21.41586466,-0.200032862,25.65736103,1.347069129,22.85690096,24.20397009,5.4,0.341438155,0.843146105,194.7184088,967.4321339,11102.71164,126.583642,664.1817373,1636508.563,91677.4233,57259.17969,51669.47218,79356.86328,14394.30371,643.7455444,82502.66301,34545.21094,0.056020131,0.034988622,1.601095646,0.031572992,0.048491566,0.651102753,0.000393365,22.3602382,19.83582715
73,CH1,073SWIcrLOWzuri,Switzerland,Zurich,Adrian Haggemacher,47.16714,8.3826,Agriculture,Conventional,9,10.1,1122,2,20,2,142,1,156,94,1,0,0,8,4.3,34.4,0.851613152,6.73914173,1.990562777,525.0725,225.6256507,159.2951244,38.3470925,79.6475622,Triticum_aestivum,3,wheat,6,0.984574992,1.005867561,3.27,1.46,4.73,0.09,3.07,1.46,47.611,40.83,1335.08,0.301,176,284.04,267.642,2.985,5.231,0.577,148.1252348,4121.524155,2447,9.90866862,399.5007891,58,82,16.41,76.27,4.5,2.02,5.18,0.5,392,503.019,504.1,4.803,55.319,0.804,31,39.5,25.6,0.819,27.96,5.15,19.6,1.16,3.11,3.21,32100,0.319,3190,1050.02,22.6,7.54,3.9,2.26,1.1,1086.734,164.381,7.802705038,36.49904206,0.917473958,22600,5.384188366,7.394649573,2.850308965,3.480214684,0.854104285,15.02263891,32.35607503,8.056334513,33.56155386,53.92570138,25.50521934,20.36414752,-0.55175731,33.55365479,-3.466006609,25.82905244,22.36304583,66,0.395598029,0.860070953,197.066321,1067.948109,6117.721428,836.6926455,1505.727102,1466103.313,77693.60511,74741.03516,68741.92073,60032.69727,29086.89258,3072.056641,42224.89118,84363.64844,0.052993268,0.050979378,1.039504001,0.046887501,0.040947112,1.145074665,0.002095389,9.468214939,34.7213047
81,CH9,081SWIcrHIGzuri,Switzerland,Zurich,Christian Mathys,47.19478,8.38354,Agriculture,Organic,9,10.1,1122,3,NA,0,0,2,115,69,0,0,0,12,3.8,45.6,0.847327611,6.54997281,2.16062079,443.99154,213.8645924,169.6524025,11.33296,84.82620123,Triticum_aestivum,3,wheat,4.8,0.787659993,0.804694049,3.31,1.73,5.04,0.14,4.66,1.37,45.436,40.01,1324.2,0.269,137,212.136,220.742,2.935,8.105,0.597,162.4811803,4453.882716,2687,10.06415442,376.4123239,85,97.75,7.96,102.99,5.12,2.32,5.49,0.52,420,508.019,495.574,4.904,50.663,0.812,29.24,36.2,29.7,0.845,30.91,4.24,20.8,0.91,3.65,3.55,35500,0.358,3580,675.11,31.81,7.18,4.86,2.82,0.1,1100.185,157.634,9.806269303,29.72400113,1.180494792,28200,4.198603493,17.47862151,5.770069742,5.133298921,2.22939451,129.015428,72.65591298,10.70121346,27.52672852,71.28896428,16.82551506,43.76223576,-0.603432466,5.415554797,-32.32161389,-3.032499732,-35.35411362,46,0.712240542,1.866941086,138.4068525,1261.214627,8325.132593,34.33411227,1298.934547,1465545.5,63788.21449,65607.42676,63156.37005,74189.02344,20754.83301,1768.970581,59154.54283,69352.50391,0.043525236,0.044766557,0.972271245,0.043094104,0.050622122,0.85128995,0.001207039,11.73271802,24.77485971
82,CH10,082SWIcrLOWzuri,Switzerland,Zurich,Daniel Frei,47.27454,8.27622,Agriculture,Conventional,8.4,10.7,1150,2,18,2,109,3,318,208,1,2,0,10,3,30,0.826242604,5.75515069,1.914561762,649.90354,252.5128804,147.3673864,55.35166,73.6836932,Triticum_aestivum,2,wheat,8.4,1.378404989,1.408214585,3.58,1.46,5.04,0.16,5.56,1.29,46.093,40.24,1440.52,0.234,167,209,225.438,3.202,7.534,0.626,151.3353955,4156.395062,2563,9.985173613,385.8147706,72,80.75,6.04,84.44,4.52,2.22,5.89,0.52,416,482.804,474.248,4.938,55.758,0.819,24.55,43.5,28.3,0.753,28.92,3.9,19.6,1.04,2.34,3.06,30600,0.309,3090,1713.92,69.87,7.05,3.65,2.11,0.2,836.352,137.147,37.62364292,19.6349911,0.678932292,21100,3.788828802,12.58329053,4.448057951,3.816662249,1.567598693,298.077378,51.23954598,8.888693477,39.12868023,80.05427411,30.23998675,40.92559388,-0.627880927,13.34662611,-31.91912189,4.556293129,-27.36282876,38,0.537306624,1.321348998,86.56050182,1030.99929,10364.53611,24.69776023,1833.20575,1724183.938,90413.1392,77619.51563,91873.08308,87444.91016,32640.57813,7167.603027,72301.03365,78501.67578,0.052438221,0.045018118,1.164824831,0.053284966,0.050716695,1.050639573,0.004157099,4.553904283,23.84729305
83,CH11,083SWIgrGRAzuri,Switzerland,Zurich,Konrad Anderes,47.31619,9.3077,Grassland,Grassland,5.9,10.1,1296,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grassland,NA,NA,NA,1.91,0.44,2.35,0.07,1.29,2.38,45.364,41.45,791.6,0.271,210,259.167,258.051,3.928,15.533,0.735,139.6749558,3894.598485,2315,9.713184567,309.8972473,90,104.44,8.15,107.63,4.93,1.89,3.91,0.42,306,397.973,406.171,4.782,69.219,0.835,35.31,38,22.7,0.856,25.64,1.1,22.9,0.88,3.3,5.39,53900,0.335,3350,876.31,7,7.39,3.99,2.31,13.4,1391.559,218.244,0.312240942,36.48446104,1.219973958,23100,6.909408519,7.431362239,2.45878116,2.218516749,0.609318771,27.95069894,48.99637178,7.457347222,19.69654265,78.94553563,12.23919542,59.24899299,-0.400065724,27.61294555,-39.66816263,22.01202542,-17.65613721,48,0.417812897,1.229157325,60.87045516,612.2973193,3689.269932,24.63455827,582.745128,1300227.688,56101.40057,52280.90039,40010.92416,51781.99023,22478.71973,423.0012665,32022.73715,52175.3125,0.043147367,0.040209035,1.073076404,0.030772244,0.039825325,0.772680308,0.000325329,53.14102228,40.60326516
84,CH12,084SWIcrHIGzuri,Switzerland,Zurich,Heinz u. Barbara Kunz,47.18377,8.43757,Agriculture,Organic,9,10.7,1122,5,25,0,0,1,52,31.33333333,0,0,0,11,4.1,45.1,0.883818076,8.607190882,2.254265508,427.87931,172.9455731,89.29090601,9.512914545,44.64545301,Triticum_aestivum,8,wheat,4.8,0.787659993,0.804694049,3.67,1.42,5.09,0.11,3.97,1.57,57.74,39.88,1463.56,0.352,205,282.171,286.11,3.941,20.038,0.74,155.7613763,4584.463736,2645,10.04110778,379.3935973,69,77.67,6.41,80.76,4.51,2.04,4.31,0.48,328,403.469,385.677,4.876,55.264,0.842,13.97,34.6,45.2,0.992,49.63,4.51,35.3,0.96,3.8,5.11,51100,0.479,4790,1154.24,62.68,6.96,6.23,3.61,0.3,1292.435,176.221,22.19435747,39.52767454,1.339869792,36100,4.000469227,15.73955647,3.08401575,2.280137008,0.83014271,300.2399728,70.50388264,11.58024676,36.57896653,89.80280485,24.99871976,53.22383832,-0.781795101,25.5644958,-45.07829303,14.61936438,-30.45892866,51,0.56770042,1.746816472,117.3189702,785.8922594,9174.245527,24.1273594,1240.52169,1635474.813,70203.58807,61661.5293,66381.15282,64478.50391,13732.71191,1826.031494,49854.82797,61347.18945,0.042925509,0.037702525,1.138531413,0.040588306,0.039424945,1.029508267,0.001116515,7.520523035,32.80474287
85,CH13,085SWIcrLOWzuri,Switzerland,Zurich,Konrad Anderes,47.31641,9.307,Agriculture,Conventional,5.9,10.1,1296,2,20,1,90,1,95.5825,58.08475,1,0,0,11,5.1,56.1,0.881709134,8.453738076,2.241498231,579.65355,191.1309618,116.96191,37.84956,58.48095498,Triticum_aestivum,8,wheat,6.22,1.020676075,1.042749371,3,2.38,5.38,0.12,3.68,1.33,39.999,40.02,1200.51,0.214,201,250.459,248.621,3.877,17.172,0.731,161.7316494,4636.882716,2727,10.1017642,430.372183,108,139,14.54,136.83,5.74,2.05,4.08,0.44,434,499,504.131,5.176,88.971,0.852,39.94,40.7,16.1,0.725,20.69,3.08,13.8,1.01,2.61,2.77,27700,0.284,2840,897.66,23.57,7.1,3.26,1.89,0.3,902.152,151.623,15.15514079,35.45211596,1.088916667,18900,4.415127595,14.22048658,3.838790678,2.645637223,2.011235275,316.8896354,85.71195598,8.437508244,32.08302165,83.150374,23.64551341,51.06735235,-0.565648481,42.12145133,-28.052012,34.2023726,6.150360594,45,0.587655363,2.120582237,166.8368774,557.727824,7529.678223,NA,1644.307392,1568309.75,68025.7983,52770.97656,57545.47066,65921.10547,35267.57227,1732.645935,62768.57882,89665.64844,0.043375231,0.033648312,1.289075979,0.036692669,0.042033218,0.872944564,0.001104786,20.35474851,24.98558641
86,CH14,086SWIgrGRAzuri,Switzerland,Zurich,Heinz u. Barbara Kunz,47.18375,8.43647,Grassland,Grassland,9,10.1,1122,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grassland,NA,NA,NA,3.65,1.06,4.71,0.08,3.1,1.61,58.619,39.41,1438.4,0.201,212,262.019,285.852,3.524,8.807,0.658,161.7460748,5056.850446,2773,10.13704659,426.8348608,86,91.2,3.99,94.06,4.68,2.08,4.41,0.47,332,411.441,395.814,4.923,74.573,0.848,32.55,33.9,30.8,0.708,25.22,2.75,18.3,1.05,3.81,2.74,27400,0.234,2340,659.15,6.4,7.15,2.75,1.6,2.8,907.57,134.691,1.131897493,22.15577104,1.196416667,16000,0.911161431,4.145376127,1.263294866,1.800761689,0.604625892,80.42156588,28.39382618,6.640546369,24.50931585,68.33930155,17.86876948,43.8299857,-0.397843136,54.60275977,-31.8788889,49.03295586,17.15406696,37,0.166187,0.724670109,138.2266715,728.8825498,5871.756922,NA,948.3927181,1139716.125,49107.71307,43321.93945,37097.74009,47510.22461,19753.9043,379.5485382,38135.9821,73538.86328,0.043087671,0.038011167,1.133552968,0.032549983,0.041686016,0.780836976,0.00033302,52.04579206,29.88558475
87,CH15,087SWIcrHIGzuri,Switzerland,Zurich,Urs Knecht,47.5,8.75,Agriculture,Organic,8.7,10.7,1114,5,5,0,0,1,195,117.5,0,0,0,16,5.6,89.6,0.874669191,7.978884076,2.356311944,671.44835,236.0549233,169.6968703,30.055305,84.84843514,Triticum_aestivum,5,wheat,5.75,0.943551034,0.963956412,2.5,1.72,4.22,0.14,3.57,1.15,28.758,40.26,1006.56,0.153,229,308.227,330.534,4.074,21.648,0.75,157.7654228,4465.950617,2672,10.03205572,370.2479743,87,104,10.99,101.24,4.96,2.22,4.82,0.5,436,500.556,491.386,5.116,67.656,0.842,25.5,40.3,31.4,0.64,24.73,3.07,15,1.09,2.8,2.38,23800,0.241,2410,1033.33,42.68,6.78,2.8,1.62,0.2,743.494,105.524,18.21719274,37.65567867,0.676354167,16200,4.384974919,15.58705719,3.96102889,5.06978607,1.809454541,159.4687777,46.69765703,7.877416231,24.41879347,52.56592778,16.54137724,28.14713431,-0.543422608,54.61920588,-15.82017493,47.01128937,31.19111444,34,0.617820373,1.242418634,139.7921813,627.8381683,4166.12047,31.93132329,1415.607678,1717066.625,97180.8608,67589.83984,72032.06936,94639.05469,32427.03711,2067.728821,85038.13677,90852.69922,0.056597024,0.039363551,1.437802797,0.041950655,0.055116705,0.761124143,0.001204222,15.68244191,20.19172445
